Name,Distance,Distance_err,RA,Dec,SpectralType,Mass,Mag,Notes,OtherNames,Constellation,Source
BD+19 1869,65.20,0.0,0.0,0.0,K2-6 V,,0.?,Gl 292.1, Hip 38657, HD 64468,,Gemini,LY100
CD-56 7638,65.20,0.0,0.0,0.0,K-M2 V,,0.?,Gl 747.4, Hip 94368, Sm 31,,Telescopium,LY100
CD-63 295,65.20,0.0,0.0,0.0,K5 V,,0.?,Gl 268.2, Hip 34890, HD 56533, LHS 1908,,Carina,LY100
Wolf 370,65.20,0.0,0.0,0.0,K7 V,,0.?,Hip 54803, LTT 13023, G 10-6,,Leo,LY100
Wei A,65.40,0.0,0.0,0.0,K2.5 IIIb,,?,Giant, Eps Sco, HR 6241, Hip 82396, HD 151680,,Scorpius,LY100
BD+76 351,65.40,0.0,0.0,0.0,K2-5 Ve,,0.?,Gl 342, Hip 46343, HD 80768,,Draco,LY100
CD-47 12773,65.40,0.0,0.0,0.0,K5-M0 V,,0.?,Gl 747.3, Hip 94225, HD 178445, LHS 3439, Sm 29,,Telescopium,LY100
CP-45 5806 A,65.60,0.0,0.0,0.0,K4-5 V,,0.?,Gl 456.1 A, Hip 59296, HD 105671,,Centaurus,LY100
CD-56 4622,65.60,0.0,0.0,0.0,K3 V,,0.?,Hip 62229, HD 110810, CP-56 5415,,Crux,LY100
BD+19 2961,65.70,0.0,0.0,0.0,K0 V,,0.?,Hip 75277, HD 136923, LTT 14577,,Serpens Caput,LY100
BD+00 3553,65.70,0.0,0.0,0.0,K0 V,,0.?,Hip 81375, HD 149806,,Ophiuchus,LY100
CD-30 9789 A,65.70,0.0,0.0,0.0,K5 V,,0.?,Hip 59780, HD 106549, CP-30 3447,,Hydra,LY100
CD-23 9524,65.90,0.0,0.0,0.0,K5 V,,0.?,Hip 52708, HD 93380, CP-23 5012,,Hydra,LY100
Hamal,65.90,0.0,0.0,0.0,K1-2 III,,~2,Giant, Alp Ari, HR 617, Gl 84.3, Hip 9884, HD 12929,,Aries,LY100
BD-21 1131 A,66.10,0.0,0.0,0.0,K3-5 V,,0.?,Gl 199 A, Hip 24783, HD 34751,,Lepus,LY100
BD+40 4631,66.20,0.0,0.0,0.0,K0-6 V,,0.?,Gl 836.8, Hip 107346,,Cygnus,LY100
BD+31 4574,66.30,0.0,0.0,0.0,K0 Ve,,0.?,Gl 840, Hip 108156, HD 208313,,Pegasus,LY100
CD-58 21,66.30,0.0,0.0,0.0,K0 V,,0.?,GJ 2001, Hip 1031, HD 870, CP-58 10,,Tucana,LY100
BD+34 2541,66.40,0.0,0.0,0.0,K5-M0.5 V,,0.?,Gl 558, Hip 71311, G 166-38, LHS 2948,,Bootes,LY100
BD+33 3582 A,66.40,0.0,0.0,0.0,K3 V,,0.?,Gl 765.4 A, G 125-29, ADS 12889 A,,Cygnus,LY100
BD+33 3582 B,66.40,0.0,0.0,0.0,K3 V,,0.?,Gl 765.4 B,,Cygnus,LY100
BD-07 5223,66.50,0.0,0.0,0.0,K7 V,,0.?,Hip 99764, LTT 8005, U 494,,Aquila,LY100
BD+48 1469,66.60,0.0,0.0,0.0,K3 V,,0.?,Gl 257.1, Hip 33852, HD 51866, LHS 1890,,Lynx,LY100
BD-01 2784,66.60,0.0,0.0,0.0,K0-1 V,,0.92,Planet, Hip 64457, HD 114783,,Virgo,LY100
BD-04 782,66.60,0.0,0.0,0.0,K5 V,,0.?,Brown dwarf, GJ 1069, Hip 19832,,Eridanus,LY100
CD-50 1492,66.70,0.0,0.0,0.0,K0-1 V,,0.?,Gl 176.3, Hip 22122, HD 30501, LHS 1701,,Pictor,LY100
CD-33 15343,66.70,0.0,0.0,0.0,K5 V,,0.?,Hip 103768, HD 199981, LTT 8325,,Microscopium,LY100
S.2 Ursae Majoris B,66.70,0.0,0.0,0.0,K2 V,,0.?,13/Sig2 UMa B, HR 3616 B, Gl 335 B,,Ursa Major,LY100
BD+15 4074 A,66.80,0.0,0.0,0.0,K1 V,,0.?,Gl 783.2 A, Hip 99452, HD 191785, LHS 3529,,Sagitta,LY100
BD+51 1094,67.00,0.0,0.0,0.0,K2 V,,0.?,Hip 26505, HD 37008, LHS 1772,,Auriga,LY100
BD+18 3323,67.00,0.0,0.0,0.0,K0 V,,0.?,Hip 84195, HD 155712,,Hercules,LY100
BD+37 1312,67.10,0.0,0.0,0.0,K0-1 V,,0.?,Gl 217, Hip 27207, HD 38230, LHS 1783,,Auriga,LY100
BD+21 1949,67.20,0.0,0.0,0.0,K5-M0 V,,0.?,Gl 330.1, Hip 44072, LHS 2078,,Cancer,LY100
BD+29 3729,67.30,0.0,0.0,0.0,K5 V,,0.?,Hip 97223, HD 332518,,,LY100
BD-17 3337 Aa,67.30,0.0,0.0,0.0,K7 V,,0.?,Gl 421 B, Hip 54966, LHS 2380,,Cygnus,LY100
BD+28 3900,67.40,0.0,0.0,0.0,K5 V,,0.?,Gl 808.2, Hip 102851, HD 198550,,Vulpecula,LY100
BPM 78873 A,67.60,0.0,0.0,0.0,K7 V,,0.?,Hip 84652, Vys 791,,,LY100
94 Aquarii B,67.60,0.0,0.0,0.0,K2 V,,0.?,Triple, 94 Aqr B, Gl 894.2 B, Hip 115125, Struve 2998 B, ADS 16672 B,,Aquarius,LY100
CD-36 816,67.60,0.0,0.0,0.0,K0 V,,0.?,Hip 10191, HD 13513,,Fornax,LY100
BD+22 176 A,67.70,0.0,0.0,0.0,K4 V,,0.?,Gl 53.1 A, Hip 5286, HD 6660, LHS 5027,,Pisces,LY100
BD-10 47,67.70,0.0,0.0,0.0,K5-7 V,,0.?,GJ 1008, Hip 1532, G1 58-59,,Cetus,LY100
BD+33 99,67.70,0.0,0.0,0.0,K5-8 V,,0.?,Gl 30, Hip 3418, G 69-15,,Andromeda,LY100
BD-04 3665 A,67.80,0.0,0.0,0.0,K1 V,,0.?,Gl 544, Hip 70016, HD 125455, LHS 2894,,Virgo,LY100
BD-08 3983, 3981 B,67.90,0.0,0.0,0.0,K2 V,,0.?,Quadruple, Gl 586 B, Hip 75722, HD 137778, LTT 6181,,Libra,LY100
BD-8 3981 C,67.90,0.0,0.0,0.0,K-M V,,0.?,Gl 586 C, G 151-61,,Libra,LY100
CD-69 2083,67.90,0.0,0.0,0.0,K3-4 V,,0.?,GJ 1280, Hip 114416, HD 218572, LTT 9387,,Indus,LY100
BD-19 3382,67.90,0.0,0.0,0.0,K2 V,,0.?,GJ 1153, Hip 58451, HD 104067, LTT 4461,,Corvus,LY100
BD+00 3077,68.00,0.0,0.0,0.0,K7 V,,0.?,GJ 1173, LTT 5259, U 324, V 42,,Virgo,LY100
17 Cygni B,68.00,0.0,0.0,0.0,K6 V,,0.?,BD+33 3589, Gl 767.1 B,,Cygnus,LY100
BD-10 3216,68.20,0.0,0.0,0.0,K3-5 V,,0.?,Gl 415, Hip 54651, HD 97214, LHS 298,,Crater,LY100
BD+03 2279,68.40,0.0,0.0,0.0,K5-M0 Vp,,0.?,Gl 371, Hip 48411, HD 85488, G 48-45,,Sextans,LY100
BD+44 4389,68.40,0.0,0.0,0.0,K2 V,,0.?,Hip 115341, HD 220221,,Andromeda,LY100
BD+09 2803,68.50,0.0,0.0,0.0,K2 V,,0.?,Hip 67105, HD 119802,,Bootes,LY100
HD 112758 / Gl 491 A,68.50,0.0,0.0,0.0,K0 V,,0.?,Brown dwarf, Gl 491 A, Hip 63366, LHS 2656,,Virgo,LY100
CD-24 17578,68.60,0.0,0.0,0.0,K7 V,,0.?,Hip 114954, G 275-27,,Aquarius,LY100
BD+13 5006,68.60,0.0,0.0,0.0,K0-4 V,,0.?,Hip 112870, HD 216259, LTT 16716, G 67-27,,Pegasus,LY100
BD+85 161,68.60,0.0,0.0,0.0,K0 V,,0.?,Gl 396, Hip 51819, HD 90343,,Camelopardalis,LY100
CD-23 17748 A,68.90,0.0,0.0,0.0,K5-M0 V,,0.?,Triple, Gl 889 A, Hip 114156, HD 218294, LTT 9360, G 275-1,,Aquarius,LY100
CP-69 44 A,68.90,0.0,0.0,0.0,K2 V,,0.?,Quadruple w/Kap Tuc, Gl 55.1 A, Hip 5842, HD 7693, CP-69 44,,Tucana,LY100
Nu Octantis A,69.10,0.0,0.0,0.0,K0-1 III,,1.4,Planet, giant, Nu Oct A, HR 8254, Gl 835.1, Hip 107089, HD 205478,,Octans,LY100
BD-14 3581 A,69.10,0.0,0.0,0.0,K2 V,,0.?,GJ 1165, Hip 62505, HD 111312,,Corvus,LY100
BD+54 1861 A,69.20,0.0,0.0,0.0,K0-8 V,,0.?,Gl 659 A, Hip 83988, HD 155674,,Draco,LY100
BD+54 1861 B, 1862,69.20,0.0,0.0,0.0,K8 V,,0.?,Gl 659 B, Hip 83996, HD 155674,,Draco,LY100
BD+13 2529a,69.20,0.0,0.0,0.0,K5-M2 V,,0.?,Gl 464, Hip 60475, HD 107888, AC+13 1308-25,,Virgo,LY100
BD+14 1684,69.30,0.0,0.0,0.0,K5-8 V,,0.?,Gl 276, Hip 36551, HD 59582,,Gemini,LY100
BD+75 403 A,69.30,0.0,0.0,0.0,K5-M0 Ve,,0.?,Gl 379 A, Hip 49868, G 252-49,,Draco,LY100
AC-05 4400-84 A,69.30,0.0,0.0,0.0,K-M0 V,,0.?,Gl 660.1, Hip 84212, LHS 3271, G 19-16, AC-05 4400-84,,Ophiuchus,LY100
CD-24 1154,69.30,0.0,0.0,0.0,K2-3 V,,0.?,GJ 1048, Hip 12110, HD 16270, CP-24 295,,Cetus,LY100
BD+26 2184,69.50,0.0,0.0,0.0,K1 V,,0.85,Planet, Hip 54906, HD 97658,,Leo,LY100
BD+60 762,69.50,0.0,0.0,0.0,K0 V,,0.?,Gl 155.2, Hip 18324, HD 24238, LHS 1613,,Camelopardalis,LY100
BD+21 4747 A,69.80,0.0,0.0,0.0,K7-M0 Ve,,0.?,Gl 857.1 A, Hip 110640, G 127-28, ADS 15915 A,,Pegasus,LY100
V 775 Herculis A,69.90,0.0,0.0,0.0,K0-2 V,,0.?,Hip 92919, HD 175742, LTT 15564,,Hercules,LY100
BD+53 2831 A,70.00,0.0,0.0,0.0,K1 V,,0.?,Hip 109926, HD 211472, LTT 16519, G 232-61, ADS 15797 A,,Lacerta,LY100
BD+04 158 A,70.00,0.0,0.0,0.0,K0-2 V,,0.?,Hip 4849, HD 6101, LTT 10369, G1-43,,Pisces,LY100
CD-60 637,70.10,0.0,0.0,0.0,K5-M0 V,,0.?,GJ 1056, Hip 14587, HD 19819, CP-60 242,,Horologium,LY100
BD+05 2131,70.20,+/-,0.0,0.0,K0-4 V,,0.?,HD 78727, Steph 753, TYC 232-1982-1,,Hydra,LY100
BD+69 45,70.20,0.0,0.0,0.0,K0-2 V,,0.?,Hip 3876, HD 4635,,Cassiopeia,LY100
BD-05 3853 A,70.20,0.0,0.0,0.0,K4-7 Vp,,0.?,Gl 542.2, Hip 69962, HD 125354,,Virgo,LY100
BD-07 5839,70.20,0.0,0.0,0.0,K0-3 V,,0.?,Hip 112190, HD 215152, LTT 9164, G 27-42,,Aquarius,LY100
BD-13 4418,70.20,0.0,0.0,0.0,K2-3 V,,0.?,Gl 621, Hip 80366, HD 147776,,Ophiuchus,LY100
CD-61 6029,70.30,0.0,0.0,0.0,K3 V,,0.?,Hip 91154, HD 170915, CP-61 6193,,Pavo,LY100
CD-28 8394,70.40,0.0,0.0,0.0,K1 V,,0.?,Hip 52462, HD 92945, LTT 3932,,Hydra,LY100
BD+25 4085,70.50,0.0,0.0,0.0,K3 V,,0.?,Gl 779.1, Hip 98828, HD 190470,,Vulpecula,LY100
BD-11 192,70.60,0.0,0.0,0.0,K5-7 V,,0.?,GJ 3072, Hip 4845, U 15, Vys 3,,Cetus,LY100
CD-34 8280 A,70.60,0.0,0.0,0.0,K4 V,,0.?,GJ 1161 A, Hip 61451, HD 109524, LTT 4787,,Centaurus,LY100
CD-28 1276 A,71.00,0.0,0.0,0.0,K2-5 V,,0.?,Gl 154.1 A, Hip 17544, HD 23588, ADS 2756 A,,Fornax,LY100
BD+11 514,71.10,0.0,0.0,0.0,K8 V,,0.?,GJ 1063, Hip 17496, G 79-66,,Taurus,LY100
BD+40 2905 A,71.10,0.0,0.0,0.0,K2 V,,0.?,Triple, Gl 593 A, Hip 76382, HD 139341, ADS 9716 A,,Corona Borealis,LY100
BD-10 4088,71.20,0.0,0.0,0.0,K2 V,,0.?,GJ 1191, Hip 75253, HD 136713, LTT 6139,,Libra,LY100
CD-49 451,71.20,0.0,0.0,0.0,K7-M V,,0.?,Hip 7554, LHS 1268, CFS 445, L 294-102,,Phoenix,LY100
BD+26 1665,71.20,+/-,0.0,0.0,K4 V,,0.?,GJ 3464, HD 63991, Steph 665, TYC 1929-358-1,,Cancer,LY100
BD+17 112,71.40,0.0,0.0,0.0,K2-6 V,,0.?,Gl 39, Hip 3998, HD 4913, G 32-54,,Pisces,LY100
BD+50 1979,71.40,0.0,0.0,0.0,K0-8 V,,0.?,Gl 498, Hip 63894, HD 113827, V 685,,Canes Venatici,LY100
BD-17 6172,71.40,+/-,0.0,0.0,K7 V,,0.?,HD 358850, Steph 1853, TYC 6350-39-1,,Capricornus,LY100
BD+43 4445,71.50,0.0,0.0,0.0,K1 V,,0.?,Gl 894.4, Hip 115331, HD 220182, LHS 3936,,Andromeda,LY100
BD+26 3151,71.50,0.0,0.0,0.0,K0 V,,0.?,Planet, Gl 700.2, Hip 88348, HD 164922, LHS 3353,,Hercules,LY100
Ross 89,71.70,0.0,0.0,0.0,K5-M0 V,,0.?,GJ 1127, Hip 47201, LTT 12540,,Leo,LY100
BD+36 2500,71.80,0.0,0.0,0.0,K3-5 V,,0.?,Gl 554, Hip 70950, HD 127506,LHS 2931,,Bootes,LY100
BD+01 131,71.80,0.0,0.0,0.0,K2-3 V,,0.?,Gl 31.4, Hip 3535, HD 4256, LHS 1141,,Cetus,LY100
CD-25 480,71.80,0.0,0.0,0.0,K4 V,,0.?,Hip 5663, HD 7279, CP-25 128,,Sculptor,LY100
CD-35 13554,71.90,0.0,0.0,0.0,K3-5 V,,0.?,GJ 1239, Hip 96113, HD 183783, CP-35 8592,,Sagittarius,LY100
G 167-15,72.00,0.0,0.0,0.0,K-M V,,0.?,Gl 575.1, G 167-15,,Bootes,LY100
CD-39 15200,72.00,0.0,0.0,0.0,K3 V,,0.?,Hip 118008, HD 224228, CP-39 9302, LTT 9795,,Sculptor,LY100
Gienah Aa,72.10,0.0,0.0,0.0,K0 III-IV,,?,Giant?, Eps Cyg Aa, HR 7949, Gl 806.1 A, Hip 102488, HD 197989,,Cygnus,LY100
G 33-36,72.10,0.0,0.0,0.0,K-M3 V,,0.?,GJ 1030, Hip 5215, G 33-36,,Pisces,LY100
AC+03 2399-47 A,72.10,0.0,0.0,0.0,K4 V,,0.?,Hip 48447, VV 230,,Sextans,LY100
LTT 2785,72.50,0.0,0.0,0.0,K5 V,,0.?,Gl 268.5, Wo 9230, AC-13 1069-363,,Canis Major,LY100
CD-33 118,72.50,0.0,0.0,0.0,K3-4 V,,0.?,GJ 2004, Hip 1837, HD 1910, LTT 198,,Sculptor,LY100
CD-56 3980,72.50,0.0,0.0,0.0,K4 Ve,,0.?,Gl 429.4, Hip 56153, HD 304391, LHS 2417,,Centaurus,LY100
BD+08 482,72.50,0.0,0.0,0.0,K0-1 V,,0.?,Hip 15099, HD 20165, LHS 1520, G 79-18,,Cetus,LY100
BD-18 394 A,72.50,0.0,0.0,0.0,K3 V,,0.?,Gl 91.2 A, Hip 10542, HD 14001, ADS 1733 A,,Cetus,LY100
BD-18 394 B,72.50,0.0,0.0,0.0,K V,,0.?,Gl 91.2 B,,Cetus,LY100
BD+40 2903, 2905B,72.60,0.0,0.0,0.0,K3 V,,0.?,Triple, Gl 591, Hip 76375, HD 139323, ADS 9716 C,,Corona Borealis,LY100
BD+76 404,72.60,0.0,0.0,0.0,K4-8 V,,0.?,GJ 1139, Hip 53327, G 253-40, V 874,,Draco,LY100
L 233-30,72.60,0.0,0.0,0.0,K3 V,,0.?,Gl 200.1, LHS 1751, Wo 9179,,Pictor,LY100
BD+60 1266,72.80,0.0,0.0,0.0,K4-5 V,,0.?,Hip 51468, HD 90875, LHS 2275,,Ursa Major,LY100
BD-12 1724 A,72.80,0.0,0.0,0.0,K4 V,,0.?,Gl 256, Hip 33560, HD 51849, V 485,,Canis Major,LY100
CD-53 6772,72.80,0.0,0.0,0.0,K4 V,,0.?,Hip 81262, HD 149192, CP-53 8069,,Ara,LY100
CD-34 5622,72.90,0.0,0.0,0.0,K7 V,,0.?,Hip 44899, BPM 52127, U 197 C,,Pyxis,LY100
BD+27 688,72.90,0.0,0.0,0.0,K5 III-V,,?,Giant?, Gl 176.2, Hip 21988, HD 29883, G 85-11,,Taurus,LY100
CP-42 2834 A,72.90,0.0,0.0,0.0,K0-2 V,,0.?,Gl 319.1 A, Hip 42697, HD 74385, LDS 230,,Vela,LY100
BD+26 465 A,73.00,0.0,0.0,0.0,K1 Ve,,0.?,Gl 113 A, Hip 13081, HD 17382, G 36-33,,Aries,LY100
BD+15 395,73.10,0.0,0.0,0.0,K5-6 V,,0.?,Gl 114, Hip 13258, HD 17660, LHS 1453,,Aries,LY100
BD+35 4725,73.20,0.0,0.0,0.0,K0 V,,0.?,Gl 850, Hip 109527, HD 210667, G 214-13,,Lacerta,LY100
BD+52 2815,73.20,0.0,0.0,0.0,K5 V,,0.?,Hip 102870, LHS 3590, G 231-17,,Cygnus,LY100
CD-27 101,73.20,0.0,0.0,0.0,K1-3 V,,0.?,Gl 17.2, Hip 1768, HD 1815, LTT 190,,Sculptor,LY100
Unukalhai A?,73.20,0.0,0.0,0.0,K2 IIIb,,?,Giant, Alp Ser A?, HR 5854, Gl 596.2, Hip 77070, HD 140573,,Serpens Caput,LY100
BD+20 3010 A,73.20,0.0,0.0,0.0,K5-M0 V,,0.?,Triple, Hip 71914, G 135-83, ADS 9352 A, LTT 14351,,Bootes,LY100
BD+20 3010 C, 3009,73.20,0.0,0.0,0.0,K5 V,,0.?,LTT 14350, G 135-82, Wo 9409 C, Vys 155 C,,Bootes,LY100
CD-43 1472,73.30,0.0,0.0,0.0,K5 V,,0.?,GJ 1071, Hip 21284, HD 29220, BPM 31946,,Perseus,LY100
ADS 2242 A,73.30,0.0,0.0,0.0,K1-2 V,,0.?,Gl 120.1 C, Hip 13772, HD 18445, CD-25 1169, ADS 2242 A,,Fornax,LY100
ADS 2242 C,73.30,0.0,0.0,0.0,K2 V,,0.?,Gl 120.1 A, Hip 13769, HD 18455, CD-25 1168,,Fornax,LY100
L 1198-67,73.40,0.0,0.0,0.0,K-M0.5 V,,0.?,Hip 72981, LHS 2999, G 66-41,,Bootes,LY100
CD-41 11285,73.40,0.0,0.0,0.0,K3-5 V,,0.?,Gl 654.3, Hip 83846, HD 154590, CP-41 7862,,Scorpius,LY100
BD-18 3319,73.40,0.0,0.0,0.0,K5 V,,0.?,Gl 455.1, Hip 59000, HD 105065, V 633,,Corvus,LY100
BD+31 1781,73.60,0.0,0.0,0.0,K4 V,,0.?,Gl 301.1, Hip 40671, LHS 1998, G 51-6,,Cancer,LY100
CD-73 110,73.60,0.0,0.0,0.0,K4 V,,0.?,Hip 11852, HD 16348, CP-73 178, LTT 1263,,Hydrus,LY100
BD+39 3048,73.90,0.0,0.0,0.0,K4-M0 V,,0.?,Hip 82333, LTT 14979, G 181-10,,Hercules,LY100
BD-22 3102 A,73.90,0.0,0.0,0.0,K4 V,,0.?,GJ 1143 A, Hip 54922, HD 97782, CD-22 8770, LTT 4150, DON 466 A,,Crater,LY100
BD+03 4748,74.00,0.0,0.0,0.0,K2-3 V,,0.?,Hip 111888, HD 214683,,Pegasus,LY100
BD+12 4499 A,74.10,0.0,0.0,0.0,K3 V,,0.?,GJ 1259, Hip 103256, LHS 3598, G 144-44,,Delphinus,LY100
AC+25 4674,74.10,0.0,0.0,0.0,K5-7 V,,0.?,Gl 55.2, Hip 5957, G 69-62, V 369,,Pisces,LY100
BD+51 722,74.10,0.0,0.0,0.0,K3-5 V,,0.?,Hip 15673, HD 232781, LTT 11103, G 174-47,,Perseus,LY100
BD-14 3277,74.10,0.0,0.0,0.0,K4-M0 V,,0.?,Gl 416, Hip 54677, HD 97233, LHS 2370,,Crater,LY100
BD+39 2424,74.30,0.0,0.0,0.0,K0 V,,0.?,Hip 54426, HD 96612,,Ursa Major,LY100
CD-55 8349,74.30,0.0,0.0,0.0,K3 V,,0.?,GJ 1247, Hip 98316, HD 188559, CP-55 9267,,Telescopium,LY100
BD+53 1395,74.50,0.0,0.0,0.0,K2-M0 V,,0.?,Gl 383.1, Hip 50125, HD 233719, LHS 2237, G 196-13,,Ursa Major,LY100
BD-04 361,74.60,0.0,0.0,0.0,K2-4 V,,0.?,Hip 10416, HD 13789,,Cetus,LY100
BD+26 484 A,74.60,0.0,0.0,0.0,K2 V,,0.?,Triple, Gl 118.2 A, Hip 13642, HD 18143, G 36-44,,Aries,LY100
BD+26 484 B,74.60,0.0,0.0,0.0,K7 V,,0.?,Triple, Gl 118.2 B,,Aries,LY100
BD+23 2751,74.70,0.0,0.0,0.0,K3 V,,0.?,Hip 72875, HD 131582, Wo 9500,,Bootes,LY100
BD+33 2350,74.70,0.0,0.0,0.0,K5 IV-V,,?,Subgiant?, Hip 66193, HD 118096,,Canes Venatici,LY100
CD-46 14401,74.70,0.0,0.0,0.0,K4-5 V,,0.?,Hip 111983, HD 214731, CP-46 10430,,Grus,LY100
BD+81 297,74.90,0.0,0.0,0.0,K5-8 V,,0.?,Gl 341.1, Hip 46417, G 253-26, V 119,,Draco,LY100
BD-22 5504,75.10,0.0,0.0,0.0,K5 V,,0.?,GJ 1257, Hip 102119, HD 196998, LHS 3572,,Capricornus,LY100
88 Leonis B,75.10,0.0,0.0,0.0,K6 IV,,?,Subgiant, 88 Leo B, Wolf 401 B, LTT 13146, SAO 99647, BD+15 2345 B,,Leo,LY100
BD+18 3497 A,75.10,0.0,0.0,0.0,K5-8 V,,0.?,Gl 698, Hip 87768, V 798,,Hercules,LY100
BD+11 231,75.20,0.0,0.0,0.0,K5-8 V,,0.?,Gl 74, Hip 8275, HD 10853, V 383,,Pisces,LY100
BD-11 3684,75.20,0.0,0.0,0.0,K1 V,,0.?,Hip 69357, HD 124106, LTT 5553, U 341,,Virgo,LY100
BD+26 3915 A,75.40,0.0,0.0,0.0,K5-M2 V,,0.?,Hip 101150, HD 340345, LTT 15985, Vys 67,,Vulpecula,LY100
BD+21 1731,75.50,0.0,0.0,0.0,K0 V,,0.?,Hip 39064, HD 65430, LHS 1966, G 40-2,,Gemini,LY100
V430 Cephei,75.50,0.0,0.0,0.0,K4 V,,0.?,Hip 106400, HD 205434, BD+61 2153,,Cepheus,LY100
BD+20 226 A,75.60,0.0,0.0,0.0,K2 V,,0.?,Gl 58.2, Hip 6917, HD 8997, LHS 5035,,Pisces,LY100
BD-11 2787,75.60,0.0,0.0,0.0,K0-2 V,,0.?,Hip 49366, HD 87424,,Hydra,LY100
BD-13 3627,75.60,0.0,0.0,0.0,K4 V,,0.?,Gl 489, Hip 63257, HD 112575, U 310,,Virgo,LY100
CD-56 8316,75.60,0.0,0.0,0.0,K3 V,,0.?,Gl 827.1, Hip 105905, HD 203850, LHS 3675,,Indus,LY100
BD+56 1618,75.80,0.0,0.0,0.0,K3 V,,0.?,Hip 61946, HD 110463,,Ursa Major,LY100
CD-61 6651,75.80,0.0,0.0,0.0,K7 V,,0.?,Hip 108567, CP-61 6606, Sm 95,,Indus,LY100
BD-21 397,75.80,0.0,0.0,0.0,K7 V,,0.?,GJ 1044, Hip 10337, LTT 1141, U 28,,Cetus,LY100
BD+45 1947 Ba,76.00,0.0,0.0,0.0,K2 V,,0.?,Gl 433.2 B, LHS 2436, Wo 9370 B,,Ursa Major,LY100
CD-72 1570,76.20,0.0,0.0,0.0,K4-5 V,,0.?,GJ 1244, Hip 98106, HD 187456, LTT 7857,,Pavo,LY100
V774 Herculis,76.40,0.0,0.0,0.0,K4 V,,0.?,Gl 718, Hip 90959, HD 171314, LHS 3392,,Hercules,LY100
BD+14 1876,76.50,0.0,0.0,0.0,K5-M0 V,,0.?,Hip 40910, LTT 12180, G 50-30, Vys 21,,Cancer,LY100
BD+44 4347,76.50,0.0,0.0,0.0,K0 V,,0.?,Hip 114456, HD 218868,,Andromeda,LY100
DP Camelopardalis A,76.60,0.0,0.0,0.0,K7 V,,0.?,Hip 22498, BD+63 537, G 247-36,,Camelopardalis,LY100
CD-57 2585,76.60,0.0,0.0,0.0,K7-M V,,0.?,Hip 45637, HD 80545, CP-57 1976, LHS 5149,,Carina,LY100
BD+39 2950,76.60,0.0,0.0,0.0,K3 V,,0.?,Gl 612, Hip 78913, HD 144872, LHS 3153,,Corona Borealis,LY100
BD-21 784,76.70,0.0,0.0,0.0,K4-M0 V,,0.69,Planet, Gl 160.2, Hip 19165, LHS 1628,,Eridanus,LY100
CP-45 10150 A,76.70,0.0,0.0,0.0,K0 V-IV,,0.?,Subgiant?, Gl 828 A, Hip 105911, HD 203985, CP-45 10150,,Microscopium,LY100
BD-04 2639,76.80,0.0,0.0,0.0,K5-M0 V,,0.?,Hip 46549, LHS 5153, G 161-38, Wo 9299,,Hydra,LY100
BD+67 191,76.80,0.0,0.0,0.0,K2 V,,0.?,Gl 90, Hip 10531, HD 13579, LHS 1371,,Cassiopeia,LY100
BD+21 3198 A,76.80,0.0,0.0,0.0,K0 V,,0.?,Gl 692.1, Hip 86722, HD 161198, LHS 3319,,Hercules,LY100
BD+29 3029 A,76.90,0.0,0.0,0.0,K2-M0 V,,0.?,Gl 677 A, Hip 85582, G 181-49, ADS 10585,,Scorpius,LY100
CD-41 14616,76.90,0.0,0.0,0.0,K5 V,,0.?,Gl 836.3, Hip 107143, HD 206276, CP-41 9682,,Grus,LY100
CD-30 529 A,77.10,0.0,0.0,0.0,K1-3 V,,0.?,Triple, Gl 60 A, Hip 7372, HD 9770, CP-30 181,,Sculptor,LY100
CD-30 529 B,77.10,0.0,0.0,0.0,K4 V,,0.?,Gl 60 B,,Sculptor,LY100
LTT 16892,77.20,0.0,0.0,0.0,K7-M0.5 V,,0.?,GJ 2155, Hip 115680, LHS 3947, G 29-33, Rob 367,,Pegasus,LY100
BD+31 4230,77.20,0.0,0.0,0.0,K2 V,,0.,Hip 102766, HD 198425,,Cygnus,LY100
Kaus Borealis,77.30,0.0,0.0,0.0,K0-2 IIIb,,2.3,Giant, Lam Sag, HR 6913, Hip 90496, HD 169916,,Sagittarius,LY100
Ankaa A,77.40,0.0,0.0,0.0,K0-1 III,,2.5,Giant, Alp Phe A, HR 99, Hip 2081, HD 2261, CD-42 116,,Phoenix,LY100
BD+55 1536 A,77.40,0.0,0.0,0.0,K2 V,,0.?,GJ 1160, Hip 61100, HD 109011,,Ursa Major,LY100
BD+57 1459,77.40,0.0,0.0,0.0,K0 V-IV,,0.?,Subgiant?, Hip 66781, HD 119332,,Ursa Major,LY100
CD-40 14498,77.40,0.0,0.0,0.0,K3 V,,0.?,Hip 107625, HD 207144, CP-40 9598, LTT 8701,,Grus,LY100
Alpha Leonis B,77.50,0.0,0.0,0.0,K1 V,,0.?,Wo 9316 B,,Leo,LY100
BD+23 2640,77.70,0.0,0.0,0.0,K5-M0 Vp,,0.?,Gl 535, Hip 68337, HD 122120, Vys 704,,Bootes,LY100
CD-48 1894 A,77.80,0.0,0.0,0.0,K0 V,,0.?,Hip 26373, HD 37572, CP-48 687,,Pictor,LY100
BD+35 2406,77.80,0.0,0.0,0.0,K3-8 V-III,,?,Giant?, GJ 9427, Hip 64048, V 299,,Canes Venatici,LY100
BD+31 3330 A,77.90,0.0,0.0,0.0,K3 V,,0.?,Hip 91605, LHS 3401, G 206-38,,Lyra,LY100
